开始时间,持续时间,事件大类,事件类别,内容类型,事件内容,备注,Tag,状态
2017-09-19 01:30,330,未分类,睡觉,未分类,,,,已完成
2017-09-19 07:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-19 07:30,30,未分类,学习,未分类,,,,已完成
2017-09-19 08:00,120,未分类,工作,未分类,,,,已完成
2017-09-19 10:00,30,未分类,杂事,未分类,,,,已完成
2017-09-19 10:30,60,未分类,学习,未分类,,,,已完成
2017-09-19 11:30,60,未分类,阅读,未分类,,,,已完成
2017-09-19 12:30,120,未分类,睡觉,未分类,,,,已完成
2017-09-19 14:30,90,未分类,学习,未分类,,,,已完成
2017-09-19 16:00,120,未分类,工作,未分类,,,,已完成
2017-09-19 18:00,30,未分类,阅读,未分类,,,,已完成
2017-09-19 18:30,120,未分类,娱乐,未分类,,,,已完成
2017-09-19 20:30,30,未分类,阅读,未分类,,,,已完成
2017-09-19 21:00,120,未分类,工作,未分类,,,,已完成
2017-09-19 23:00,30,未分类,杂事,未分类,,,,已完成
2017-09-19 23:30,30,未分类,浪费了,未分类,,,,已完成
2017-09-20 00:00,60,未分类,阅读,未分类,,,,已完成
2017-09-20 01:00,390,未分类,睡觉,未分类,,,,已完成
2017-09-20 07:30,30,未分类,娱乐,未分类,,,,已完成
2017-09-20 08:00,210,未分类,学习,未分类,,,,已完成
2017-09-20 11:30,120,未分类,运动,未分类,,,,已完成
2017-09-20 13:30,30,未分类,工作,未分类,,,,已完成
2017-09-20 14:00,210,未分类,学习,未分类,,,,已完成
2017-09-20 17:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-20 18:00,270,未分类,学习,未分类,,,,已完成
2017-09-20 22:30,30,未分类,杂事,未分类,洗澡,,,已完成
2017-09-20 23:00,30,未分类,运动,未分类,,,,已完成
2017-09-20 23:30,90,未分类,阅读,未分类,,,,已完成
2017-09-21 01:00,390,未分类,睡觉,未分类,,,,已完成
2017-09-21 07:30,120,未分类,学习,未分类,,,,已完成
2017-09-21 09:30,60,未分类,工作,未分类,,,,已完成
2017-09-21 10:30,390,未分类,学习,未分类,,,,已完成
2017-09-21 17:00,30,未分类,娱乐,未分类,,,,已完成
2017-09-21 17:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-21 18:00,30,未分类,娱乐,未分类,,,,已完成
2017-09-21 18:30,30,未分类,学习,未分类,,,,已完成
2017-09-21 19:00,120,未分类,娱乐,未分类,,,,已完成
2017-09-21 21:00,60,未分类,阅读,未分类,,,,已完成
2017-09-21 22:00,30,未分类,娱乐,未分类,,,,已完成
2017-09-21 22:30,30,未分类,阅读,未分类,,,,已完成
2017-09-21 23:00,30,未分类,杂事,未分类,洗澡,,,已完成
2017-09-21 23:30,60,未分类,阅读,未分类,,,,已完成
2017-09-22 00:30,420,未分类,睡觉,未分类,,,,已完成
2017-09-22 07:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-22 08:00,210,未分类,学习,未分类,,,,已完成
2017-09-22 11:30,90,未分类,运动,未分类,,,,已完成
2017-09-22 13:00,30,未分类,学习,未分类,,,,已完成
2017-09-22 13:30,30,未分类,睡觉,未分类,,,,已完成
2017-09-22 14:00,180,未分类,学习,未分类,,,,已完成
2017-09-22 17:00,30,未分类,工作,未分类,,,,已完成
2017-09-22 17:30,60,未分类,娱乐,未分类,,,,已完成
2017-09-22 18:30,120,未分类,阅读,未分类,,,,已完成
2017-09-22 20:30,30,未分类,娱乐,未分类,,,,已完成
2017-09-22 21:00,120,未分类,阅读,未分类,,,,已完成
2017-09-22 23:00,30,未分类,杂事,未分类,,,,已完成
2017-09-22 23:30,30,未分类,运动,未分类,,,,已完成
2017-09-23 00:00,60,未分类,阅读,未分类,,,,已完成
2017-09-23 01:00,360,未分类,睡觉,未分类,,,,已完成
2017-09-23 07:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-23 07:30,90,未分类,阅读,未分类,,,,已完成
2017-09-23 09:00,60,未分类,学习,未分类,,,,已完成
2017-09-23 10:00,30,未分类,娱乐,未分类,,,,已完成
2017-09-23 10:30,60,未分类,学习,未分类,,,,已完成
2017-09-23 11:30,60,未分类,娱乐,未分类,,,,已完成
2017-09-23 12:30,90,未分类,睡觉,未分类,,,,已完成
2017-09-23 14:00,30,未分类,阅读,未分类,,,,已完成
2017-09-23 14:30,30,未分类,娱乐,未分类,,,,已完成
2017-09-23 15:00,180,未分类,学习,未分类,,,,已完成
2017-09-23 18:00,60,未分类,娱乐,未分类,,,,已完成
2017-09-23 19:00,60,未分类,学习,未分类,,,,已完成
2017-09-23 20:00,60,未分类,娱乐,未分类,,,,已完成
2017-09-23 21:00,120,未分类,学习,未分类,,,,已完成
2017-09-23 23:00,30,未分类,杂事,未分类,,,,已完成
2017-09-23 23:30,30,未分类,学习,未分类,,,,已完成
2017-09-24 00:00,30,未分类,阅读,未分类,,,,已完成
2017-09-24 00:30,420,未分类,睡觉,未分类,,,,已完成
2017-09-24 07:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-24 08:00,210,未分类,娱乐,未分类,,,,已完成
2017-09-24 11:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-24 12:00,90,未分类,运动,未分类,,,,已完成
2017-09-24 13:30,90,未分类,娱乐,未分类,,,,已完成
2017-09-24 15:00,150,未分类,学习,未分类,,,,已完成
2017-09-24 17:30,210,未分类,娱乐,未分类,,,,已完成
2017-09-24 21:00,120,未分类,学习,未分类,,,,已完成
2017-09-24 23:00,30,未分类,杂事,未分类,,,,已完成
2017-09-24 23:30,30,未分类,运动,未分类,,,,已完成
2017-09-25 00:00,60,未分类,浪费了,未分类,,,,已完成
2017-09-25 01:00,390,未分类,睡觉,未分类,,,,已完成
2017-09-25 07:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-25 08:00,240,未分类,学习,未分类,,,,已完成
2017-09-25 12:00,120,未分类,运动,未分类,,,,已完成
2017-09-25 14:00,240,未分类,学习,未分类,,,,已完成
2017-09-25 18:00,120,未分类,娱乐,未分类,,,,已完成
2017-09-25 20:00,60,未分类,学习,未分类,,,,已完成
2017-09-25 21:00,60,未分类,娱乐,未分类,,,,已完成
2017-09-25 22:00,60,未分类,学习,未分类,,,,已完成
2017-09-25 23:00,30,未分类,杂事,未分类,,,,已完成
2017-09-25 23:30,30,未分类,运动,未分类,,,,已完成
2017-09-26 00:00,60,未分类,学习,未分类,,,,已完成
2017-09-26 01:00,390,未分类,睡觉,未分类,,,,已完成
2017-09-26 07:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-26 08:00,90,未分类,学习,未分类,,,,已完成
2017-09-26 09:30,90,未分类,工作,未分类,,,,已完成
2017-09-26 11:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-26 11:30,330,未分类,工作,未分类,,,,已完成
2017-09-26 17:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-26 17:30,270,未分类,工作,未分类,,,,已完成
2017-09-26 22:00,60,未分类,娱乐,未分类,,,,已完成
2017-09-26 23:00,60,未分类,杂事,未分类,,,,已完成
2017-09-27 00:00,60,未分类,阅读,未分类,,,,已完成
2017-09-27 01:00,390,未分类,睡觉,未分类,,,,已完成
2017-09-27 07:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-27 08:00,60,未分类,娱乐,未分类,,,,已完成
2017-09-27 09:00,150,未分类,学习,未分类,,,,已完成
2017-09-27 11:30,90,未分类,运动,未分类,,,,已完成
2017-09-27 13:00,90,未分类,学习,未分类,,,,已完成
2017-09-27 14:30,60,未分类,睡觉,未分类,,,,已完成
2017-09-27 15:30,30,未分类,学习,未分类,,,,已完成
2017-09-27 16:00,120,未分类,工作,未分类,,,,已完成
2017-09-27 18:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-27 18:30,180,未分类,学习,未分类,,,,已完成
2017-09-27 21:30,60,未分类,娱乐,未分类,,,,已完成
2017-09-27 22:30,30,未分类,阅读,未分类,,,,已完成
2017-09-27 23:00,30,未分类,杂事,未分类,,,,已完成
2017-09-27 23:30,60,未分类,阅读,未分类,,,,已完成
2017-09-28 00:30,60,未分类,浪费了,未分类,,,,已完成
2017-09-28 01:30,390,未分类,睡觉,未分类,,,,已完成
2017-09-28 08:00,420,未分类,工作,未分类,,,,已完成
2017-09-28 15:00,60,未分类,娱乐,未分类,,,,已完成
2017-09-28 16:00,90,未分类,工作,未分类,,,,已完成
2017-09-28 17:30,60,未分类,阅读,未分类,,,,已完成
2017-09-28 18:30,30,未分类,娱乐,未分类,,,,已完成
2017-09-28 19:00,90,未分类,阅读,未分类,,,,已完成
2017-09-28 20:30,90,未分类,学习,未分类,,,,已完成
2017-09-28 22:00,30,未分类,阅读,未分类,,,,已完成
2017-09-28 22:30,30,未分类,娱乐,未分类,,,,已完成
2017-09-28 23:00,60,未分类,杂事,未分类,,,,已完成
2017-09-29 00:00,30,未分类,娱乐,未分类,,,,已完成
2017-09-29 00:30,420,未分类,睡觉,未分类,,,,已完成
2017-09-29 07:30,30,未分类,杂事,未分类,,,,已完成
2017-09-29 08:00,60,未分类,娱乐,未分类,,,,已完成
2017-09-29 09:00,120,未分类,学习,未分类,,,,已完成
2017-09-29 11:00,30,未分类,娱乐,未分类,,,,已完成
2017-09-29 11:30,30,未分类,学习,未分类,,,,已完成
2017-09-29 12:00,90,未分类,运动,未分类,,,,已完成
2017-09-29 13:30,120,未分类,娱乐,未分类,,,,已完成
2017-09-29 15:30,90,未分类,阅读,未分类,,,,已完成
2017-09-29 17:00,30,未分类,娱乐,未分类,,,,已完成
2017-09-29 17:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-29 18:00,300,未分类,阅读,未分类,,,,已完成
2017-09-29 23:00,30,未分类,娱乐,未分类,,,,已完成
2017-09-29 23:30,90,未分类,阅读,未分类,,,,已完成
2017-09-30 01:00,390,未分类,睡觉,未分类,,,,已完成
2017-09-30 07:30,30,未分类,杂事,未分类,,,,已完成
2017-09-30 08:00,120,未分类,阅读,未分类,,,,已完成
2017-09-30 10:00,60,未分类,睡觉,未分类,,,,已完成
2017-09-30 11:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-09-30 11:30,30,未分类,阅读,未分类,,,,已完成
2017-09-30 12:00,30,未分类,浪费了,未分类,,,,已完成
2017-09-30 12:30,240,未分类,娱乐,未分类,,,,已完成
2017-09-30 16:30,60,未分类,阅读,未分类,,,,已完成
2017-09-30 17:30,210,未分类,娱乐,未分类,,,,已完成
2017-09-30 21:00,90,未分类,阅读,未分类,,,,已完成
2017-09-30 22:30,150,未分类,娱乐,未分类,,,,已完成
2017-10-01 01:00,390,未分类,睡觉,未分类,,,,已完成
2017-10-01 07:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-10-01 08:00,30,未分类,学习,未分类,,,,已完成
2017-10-01 08:30,180,未分类,娱乐,未分类,,,,已完成
2017-10-01 11:30,120,未分类,运动,未分类,,,,已完成
2017-10-01 13:30,360,未分类,娱乐,未分类,,,,已完成
2017-10-01 19:30,30,未分类,阅读,未分类,,,,已完成
2017-10-01 20:00,150,未分类,娱乐,未分类,,,,已完成
2017-10-01 22:30,30,未分类,阅读,未分类,,,,已完成
2017-10-01 23:00,120,未分类,娱乐,未分类,,,,已完成
2017-10-02 01:00,30,未分类,阅读,未分类,,,,已完成
2017-10-02 01:30,390,未分类,睡觉,未分类,,,,已完成
2017-10-02 08:00,30,未分类,杂事,未分类,,,,已完成
2017-10-02 08:30,60,未分类,学习,未分类,,,,已完成
2017-10-02 09:30,120,未分类,娱乐,未分类,,,,已完成
2017-10-02 11:30,120,未分类,运动,未分类,,,,已完成
2017-10-02 13:30,30,未分类,学习,未分类,,,,已完成
2017-10-02 14:00,360,未分类,娱乐,未分类,,,,已完成
2017-10-02 20:00,210,未分类,阅读,未分类,,,,已完成
2017-10-02 23:30,30,未分类,运动,未分类,,,,已完成
2017-10-03 00:00,90,未分类,阅读,未分类,,,,已完成
2017-10-03 01:30,390,未分类,睡觉,未分类,,,,已完成
2017-10-03 08:00,30,未分类,阅读,未分类,,,,已完成
2017-10-03 08:30,30,未分类,娱乐,未分类,,,,已完成
2017-10-03 09:00,60,未分类,阅读,未分类,,,,已完成
2017-10-03 10:00,90,未分类,睡觉,未分类,,,,已完成
2017-10-03 11:30,60,未分类,阅读,未分类,,,,已完成
2017-10-03 12:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-10-03 13:00,30,未分类,阅读,未分类,,,,已完成
2017-10-03 13:30,90,未分类,娱乐,未分类,,,,已完成
2017-10-03 15:00,90,未分类,阅读,未分类,,,,已完成
2017-10-03 16:30,60,未分类,娱乐,未分类,,,,已完成
2017-10-03 17:30,60,未分类,阅读,未分类,,,,已完成
2017-10-03 18:30,180,未分类,杂事,未分类,,,,已完成
2017-10-03 21:30,60,未分类,阅读,未分类,,,,已完成
2017-10-03 22:30,30,未分类,娱乐,未分类,,,,已完成
2017-10-03 23:00,30,未分类,杂事,未分类,,,,已完成
2017-10-03 23:30,90,未分类,阅读,未分类,,,,已完成
2017-10-04 01:00,390,未分类,睡觉,未分类,,,,已完成
2017-10-04 07:30,30,未分类,杂事,未分类,,,,已完成
2017-10-04 08:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-10-04 08:30,30,未分类,学习,未分类,,,,已完成
2017-10-04 09:00,60,未分类,阅读,未分类,,,,已完成
2017-10-04 10:00,30,未分类,娱乐,未分类,,,,已完成
2017-10-04 10:30,30,未分类,睡觉,未分类,,,,已完成
2017-10-04 11:00,30,未分类,阅读,未分类,,,,已完成
2017-10-04 11:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-10-04 12:00,120,未分类,运动,未分类,,,,已完成
2017-10-04 14:00,30,未分类,阅读,未分类,,,,已完成
2017-10-04 14:30,30,未分类,娱乐,未分类,,,,已完成
2017-10-04 15:00,60,未分类,阅读,未分类,,,,已完成
2017-10-04 16:00,30,未分类,运动,未分类,,,,已完成
2017-10-04 16:30,180,未分类,娱乐,未分类,,,,已完成
2017-10-04 19:30,30,未分类,杂事,未分类,,,,已完成
2017-10-04 20:00,30,未分类,阅读,未分类,,,,已完成
2017-10-04 20:30,30,未分类,娱乐,未分类,,,,已完成
2017-10-04 21:00,120,未分类,阅读,未分类,,,,已完成
2017-10-04 23:00,30,未分类,杂事,未分类,,,,已完成
2017-10-04 23:30,60,未分类,阅读,未分类,,,,已完成
2017-10-05 00:30,360,未分类,睡觉,未分类,,,,已完成
2017-10-05 06:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-10-05 07:00,30,未分类,杂事,未分类,,,,已完成
2017-10-05 07:30,30,未分类,阅读,未分类,,,,已完成
2017-10-05 08:00,30,未分类,杂事,未分类,,,,已完成
2017-10-05 08:30,390,未分类,学习,未分类,,,,已完成
2017-10-05 15:00,60,未分类,杂事,未分类,,,,已完成
2017-10-05 16:00,30,未分类,阅读,未分类,,,,已完成
2017-10-05 16:30,30,未分类,杂事,未分类,,,,已完成
2017-10-05 17:00,60,未分类,娱乐,未分类,,,,已完成
2017-10-05 18:00,60,未分类,睡觉,未分类,,,,已完成
2017-10-05 19:00,120,未分类,娱乐,未分类,,,,已完成
2017-10-05 21:00,210,未分类,阅读,未分类,,,,已完成
2017-10-06 00:30,450,未分类,睡觉,未分类,,,,已完成
2017-10-06 08:00,30,未分类,娱乐,未分类,,,,已完成
2017-10-06 08:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-10-06 09:00,60,未分类,阅读,未分类,,,,已完成
2017-10-06 10:00,30,未分类,娱乐,未分类,,,,已完成
2017-10-06 10:30,30,未分类,运动,未分类,,,,已完成
2017-10-06 11:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-10-06 11:30,90,未分类,运动,未分类,,,,已完成
2017-10-06 13:00,90,未分类,杂事,未分类,,,,已完成
2017-10-06 14:30,240,未分类,娱乐,未分类,,,,已完成
2017-10-06 18:30,90,未分类,学习,未分类,,,,已完成
2017-10-06 20:00,30,未分类,杂事,未分类,,,,已完成
2017-10-06 20:30,90,未分类,学习,未分类,,,,已完成
2017-10-06 22:00,120,未分类,阅读,未分类,,,,已完成
2017-10-07 00:00,420,未分类,睡觉,未分类,,,,已完成
2017-10-07 07:00,60,未分类,杂事,未分类,,,,已完成
2017-10-07 08:00,30,未分类,阅读,未分类,,,,已完成
2017-10-07 08:30,60,未分类,娱乐,未分类,,,,已完成
2017-10-07 09:30,150,未分类,阅读,未分类,,,,已完成
2017-10-07 12:00,270,未分类,杂事,未分类,,,,已完成
2017-10-07 16:30,30,未分类,学习,未分类,,,,已完成
2017-10-07 17:00,90,未分类,睡觉,未分类,,,,已完成
2017-10-07 18:30,90,未分类,娱乐,未分类,,,,已完成
2017-10-07 20:00,60,未分类,阅读,未分类,,,,已完成
2017-10-07 21:00,30,未分类,工作,未分类,,,,已完成
2017-10-07 21:30,120,未分类,娱乐,未分类,,,,已完成
2017-10-07 23:30,90,未分类,学习,未分类,,,,已完成
2017-10-08 01:00,450,未分类,睡觉,未分类,,,,已完成
2017-10-08 08:30,60,未分类,杂事,未分类,,,,已完成
2017-10-08 09:30,60,未分类,阅读,未分类,,,,已完成
2017-10-08 10:30,60,未分类,运动,未分类,,,,已完成
2017-10-08 11:30,240,未分类,杂事,未分类,,,,已完成
2017-10-08 15:30,90,未分类,睡觉,未分类,,,,已完成
2017-10-08 17:00,90,未分类,杂事,未分类,,,,已完成
2017-10-08 18:30,120,未分类,工作,未分类,,,,已完成
2017-10-08 20:30,30,未分类,娱乐,未分类,,,,已完成
2017-10-08 21:00,60,未分类,工作,未分类,,,,已完成
2017-10-08 22:00,30,未分类,娱乐,未分类,,,,已完成
2017-10-08 22:30,60,未分类,工作,未分类,,,,已完成
2017-10-08 23:30,60,未分类,杂事,未分类,,,,已完成
2017-10-09 00:30,450,未分类,睡觉,未分类,,,,已完成
2017-10-09 08:00,210,未分类,工作,未分类,,,,已完成
2017-10-09 11:30,90,未分类,运动,未分类,,,,已完成
2017-10-09 13:00,480,未分类,工作,未分类,,,,已完成
2017-10-09 21:00,60,未分类,学习,未分类,,,,已完成
2017-10-09 22:00,30,未分类,阅读,未分类,,,,已完成
2017-10-09 22:30,30,未分类,娱乐,未分类,,,,已完成
2017-10-09 23:00,30,未分类,杂事,未分类,洗澡,,,已完成
2017-10-09 23:30,30,未分类,阅读,未分类,,,,已完成
2017-10-10 00:00,30,未分类,浪费了,未分类,,,,已完成
2017-10-10 00:30,420,未分类,睡觉,未分类,,,,已完成
2017-10-10 07:30,30,未分类,杂事,未分类,,,,已完成
2017-10-10 08:00,30,未分类,工作,未分类,,,,已完成
2017-10-10 08:30,30,未分类,浪费了,未分类,,,,已完成
2017-10-10 09:00,30,未分类,阅读,未分类,,,,已完成
2017-10-10 09:30,90,未分类,学习,未分类,,,,已完成
2017-10-10 11:00,390,未分类,工作,未分类,,,,已完成
2017-10-10 17:30,30,未分类,杂事,未分类,,,,已完成
2017-10-10 18:00,30,未分类,娱乐,未分类,,,,已完成
2017-10-10 18:30,30,未分类,阅读,未分类,,,,已完成
2017-10-10 19:00,60,未分类,睡觉,未分类,,,,已完成
2017-10-10 20:00,180,未分类,阅读,未分类,,,,已完成
2017-10-10 23:00,30,未分类,杂事,未分类,,,,已完成
2017-10-10 23:30,30,未分类,阅读,未分类,,,,已完成
2017-10-11 00:00,30,未分类,杂事,未分类,洗澡,,,已完成
2017-10-11 00:30,420,未分类,睡觉,未分类,,,,已完成
2017-10-11 07:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-10-11 08:00,60,未分类,学习,未分类,,,,已完成
2017-10-11 09:00,30,未分类,娱乐,未分类,,,,已完成
2017-10-11 09:30,120,未分类,学习,未分类,,,,已完成
2017-10-11 11:30,90,未分类,运动,未分类,,,,已完成
2017-10-11 13:00,150,未分类,工作,未分类,,,,已完成
